"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72503014732","2020-05-14T23:59:00","SOD  ","6","","","","","","","","","","","","","","","38","57","48","30.21","30.20","49","8.9","0","-4.9","8","65","48","180","25","0.00","0","0.0","180","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6524 HR MIN TEMP (F): 48AVERAGE STATION PRESSURE:30.200 MINIMUM SEA LEVEL PRESSURE:30.02 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 25 PEAK WIND DIR (DEG):180 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 20FASTEST 2MIN DIR (DEG):180 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.9 24 HR AVG TEMP (F): 57DEPART FROM NORMAL: -5  HEATING DEGREE DAYS:  8 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):65  LATEST NIGHT MIN TEMP(1900-0800 LST):48 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6","","","","","","","","","","","","","","","","","","","","","","","","","0439","1906","",""
"72503014732","2020-05-15T00:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.00","50","63","0.00","","+0.07","8","63","29.99","SCT:04 60 BKN:07 90 BKN:07 110","29.97","10.00","56","200","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13005/15/20 00:51:02 METAR KLGA 150551Z 20007KT 10SM SCT060 BKN090 BKN110 17/10 A3000 RMK AO2 SLP157 T01720100 10178 20167 58023 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T01:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","63","","","+0.07","8","63","29.99","57","29.96","9.94","56","200","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08072503 32766 62007 10172 20100 30145 40157 58023 90551 333 10178 20089 555 91506=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T01:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.97","51","63","0.00","","","","65","29.97","SCT:04 95 BKN:07 120","29.94","10.00","56","200","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10505/15/20 01:51:02 METAR KLGA 150651Z 20004KT 10SM SCT095 BKN120 17/11 A2997 RMK AO2 SLP149 T01720106 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T02:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.98","53","63","0.01","","","","70","29.97","BKN:07 70 OVC:08 100","29.95","10.00","57","210","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12005/15/20 02:51:02 METAR KLGA 150751Z 21004KT 10SM BKN070 OVC100 17/12 A2998 RMK AO2 RAB22E44 SLP150 P0001 T01720117 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T03:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.97","54","63","T","-RA:02 |RA |RA","+0.03","6","73","29.96","SCT:04 65 BKN:07 80 OVC:08 110","29.94","10.00","58","210","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14005/15/20 03:51:02 METAR KLGA 150851Z 21005KT 10SM -RA SCT065 BKN080 OVC110 17/12 A2997 RMK AO2 RAB44 SLP147 P0000 60001 T01720122 56010 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T04:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","63","","||RA","+0.03","6","73","29.96","57","29.93","9.94","58","210","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07672503 11766 82105 10172 20122 30135 40147 56010 69937 761// 90851 555 91509=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T04:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.97","55","61","T","","","","81","29.96","FEW:02 65 SCT:04 120 BKN:07 150","29.94","10.00","58","000","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12405/15/20 04:51:02 METAR KLGA 150951Z 00000KT 10SM FEW065 SCT120 BKN150 16/13 A2997 RMK AO2 RAE13 SLP147 P0000 T01610128 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T05:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.99","54","59","0.00","","","","83","29.99","BKN:07 80 BKN:07 180","29.96","9.00","56","040","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10505/15/20 05:51:02 METAR KLGA 151051Z 04004KT 9SM BKN080 BKN180 15/12 A2999 RMK AO2 SLP156 T01500122 (PAS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T06:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.00","57","65","0.00","","-0.04","3","76","30.00","BKN:07 70 OVC:08 180","29.97","10.00","60","280","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13605/15/20 06:51:02 METAR KLGA 151151Z 28008KT 10SM BKN070 OVC180 18/14 A3000 RMK AO2 SLP159 60001 70001 T01830139 10183 20144 53012 (PAS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T07:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","65","","","-0.04","3","76","30.00","74","29.96","9.94","60","280","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09272503 12866 82808 10183 20139 30145 40159 53012 69931 91151 333 10183 20144 70003 555 91512=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T07:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.01","56","66","0.00","","","","70","30.00","SCT:04 65 BKN:07 100 OVC:08 150","29.98","10.00","60","270","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11305/15/20 07:51:02 METAR KLGA 151251Z 27008KT 10SM SCT065 BKN100 OVC150 19/13 A3001 RMK AO2 SLP160 T01890133 (PAS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T08:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.00","58","71","0.00","","","","63","30.00","FEW:02 100 SCT:04 250","29.97","10.00","63","250","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10605/15/20 08:51:02 METAR KLGA 151351Z 25008KT 10SM FEW100 SCT250 22/14 A3000 RMK AO2 SLP158 T02170144 (PAS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T09:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.98","58","75","0.00","","+0.02","8","55","29.98","FEW:02 60 FEW:02 100 FEW:02 250","29.95","10.00","65","250","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11905/15/20 09:51:02 METAR KLGA 151451Z 25008KT 10SM FEW060 FEW100 FEW250 24/14 A2998 RMK AO2 SLP151 T02390144 58008 (PAS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T10:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","75","","","+0.02","8","55","29.98","57","29.94","9.94","65","250","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN06472503 32766 22508 10239 20144 30139 40151 58008 91451 555 91515=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T10:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.96","57","77","0.00","","","","50","29.96","FEW:02 65 BKN:07 130","29.93","10.00","65","230","18","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10905/15/20 10:51:02 METAR KLGA 151551Z 23012G16KT 10SM FEW065 BKN130 25/14 A2996 RMK AO2 SLP144 T02500139 (PAS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T11:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.93","57","79","0.00","","","","47","29.93","FEW:02 55 BKN:07 160 BKN:07 250","29.90","10.00","66","230","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11305/15/20 11:51:02 METAR KLGA 151651Z 23010KT 10SM FEW055 BKN160 BKN250 26/14 A2993 RMK AO2 SLP134 T02610139 (PAS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T12:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.91","58","82","0.00","","+0.07","6","44","29.91","FEW:02 60 FEW:02 160","29.88","10.00","67","220","23","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12705/15/20 12:51:02 METAR KLGA 151751Z 22013G20KT 10SM FEW060 FEW160 28/14 A2991 RMK AO2 SLP129 T02780144 10278 20183 56023 (PAS)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T13:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","82","","","+0.07","6","44","29.91","57","29.87","9.94","67","220","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08672503 32766 22213 10278 20144 30115 40129 56023 91751 333 10278 20167 91020 555 91518=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T13:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.89","57","83","0.00","","","","41","29.88","FEW:02 60 SCT:04 160","29.86","10.00","67","220","24","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10805/15/20 13:51:02 METAR KLGA 151851Z 22012G21KT 10SM FEW060 SCT160 28/14 A2989 RMK AO2 SLP120 T02830139 (WL)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T14:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.86","56","85","0.00","","","","37","29.85","FEW:02 65 SCT:04 160","29.83","10.00","67","230","24","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10805/15/20 14:51:02 METAR KLGA 151951Z 23013G21KT 10SM FEW065 SCT160 29/13 A2986 RMK AO2 SLP110 T02940133 (WL)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T15:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.83","56","85","0.00","","+0.08","7","37","29.83","FEW:02 65 SCT:04 250","29.80","10.00","67","230","24","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11405/15/20 15:51:02 METAR KLGA 152051Z 23015G21KT 10SM FEW065 SCT250 29/13 A2983 RMK AO2 SLP101 T02940133 57027 (WL)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T16:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","85","","","+0.08","7","37","29.83","57","29.79","9.94","67","230","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07472503 32766 42315 10294 20133 30088 40101 57027 92051 333 91021 555 91521=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T16:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.81","56","85","0.00","","","","37","29.81","FEW:02 65 SCT:04 250","29.78","10.00","67","210","26","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10805/15/20 16:51:02 METAR KLGA 152151Z 21015G23KT 10SM FEW065 SCT250 29/13 A2981 RMK AO2 SLP094 T02940133 (WL)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T17:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.79","53","84","0.00","","","","34","29.79","FEW:02 60 SCT:04 250","29.76","10.00","65","210","28","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12605/15/20 17:51:02 METAR KLGA 152251Z 21016G24KT 10SM FEW060 SCT250 29/12 A2979 RMK AO2 PK WND 21026/2232 SLP088 T02890117 (WL)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T18:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.79","51","82","0.00","","+0.04","5","34","29.79","FEW:02 55 SCT:04 100 SCT:04 250","29.76","10.00","64","240","29","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13305/15/20 18:51:02 METAR KLGA 152351Z 24018G25KT 10SM FEW055 SCT100 SCT250 28/11 A2979 RMK AO2 SLP089 T02780106 10300 20272 55013 (WL)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T19:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","82","","","+0.04","5","34","29.79","57","29.75","9.94","64","240","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN08672503 32766 42418 10278 20106 30074 40089 55013 92351 333 10300 20144 91025 555 91600=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T19:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.78","54","81","0.00","","","","39","29.78","FEW:02 50 FEW:02 100 SCT:04 250","29.75","10.00","65","210","25","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14505/15/20 19:51:01 METAR KLGA 160051Z 21017G22KT 10SM FEW050 FEW100 SCT250 27/12 A2978 RMK AO2 PK WND 22027/2352 SLP086 CB DSNT NW MOV E T02720122","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T20:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.81","55","80","0.00","","","","42","29.81","FEW:02 50 BKN:07 120 BKN:07 250","29.78","10.00","65","220","23","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12705/15/20 20:51:01 METAR KLGA 160151Z 22014G20KT 10SM FEW050 BKN120 BKN250 27/13 A2981 RMK AO2 SLP096 CB DSNT NW MOV E T02670128","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T21:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.84","59","76","0.01","","-0.05","3","56","29.84","FEW:02 75 SCT:04 90 BKN:07 110","29.81","10.00","66","250","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET13405/15/20 21:51:01 METAR KLGA 160251Z 25005KT 10SM FEW075 SCT090 BKN110 24/15 A2984 RMK AO2 RAB17E45 SLP105 P0001 60001 T02440150 53016","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T22:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","76","","","-0.05","3","56","29.84","74","29.80","9.94","66","250","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07072503 12866 62505 10244 20150 30091 40105 53016 69937 90251 555 91603=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T22:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85","59","71","0.02","-RA:02 |RA |RA","","","66","29.85","SCT:04 48 BKN:07 75 OVC:08 110","29.82","7.00","64","260","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12205/15/20 22:51:02 METAR KLGA 160351Z 26008KT 7SM -RA SCT048 BKN075 OVC110 22/15 A2985 RMK AO2 RAB07 SLP109 P0002 T02170150","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T23:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85","61","72","T","-RA:02 |RA |RA","","","68","29.85","BKN:07 65 OVC:08 100","29.82","10.00","65","270","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12005/15/20 23:51:02 METAR KLGA 160451Z 27013KT 10SM -RA BKN065 OVC100 22/16 A2985 RMK AO2 SLP109 P0000 T02220161 403000144","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-15T23:59:00","SOD  ","6","","","","","","","","","","","","","","","56","72","55","29.90","29.89","63","11.4","7","9.8","0","86","58","220","30","0.04","0","0.0","230","23","RA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOD73624 HR PRECIPITATION (IN): 0.04 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8624 HR MIN TEMP (F): 58AVERAGE STATION PRESSURE:29.890 MINIMUM SEA LEVEL PRESSURE:29.78 TIME OF OCCURRENCE:2001 PEAK WIND SPEED (MPH): 30 PEAK WIND DIR (DEG):220 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG):230 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):11.4 24 HR AVG TEMP (F): 72DEPART FROM NORMAL: 10  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  7 LATEST DAY MAX TEMP (0700-1900 LST):86  LATEST NIGHT MIN TEMP(1900-0800 LST):58 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.01 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 T","SOD  ","6","","","","","","","","","","","","","","","","","","","","","","","","","0438","1907","",""
"72503014732","2020-05-16T00:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85","61","71","T","-RA:02 |RA |RA","-0.01","0","71","29.85","BKN:07 65 OVC:08 80","29.82","10.00","65","280","21","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET15305/16/20 00:51:02 METAR KLGA 160551Z 28011G18KT 10SM -RA BKN065 OVC080 22/16 A2985 RMK AO2 RAE0452B43 SLP108 P0000 60003 T02170161 10278 20211 50003 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T01:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","71","","||RA","0.01","9","71","29.85","57","29.81","9.94","65","280","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN09872503 11766 82811 10217 20161 30095 40108 50003 69981 761// 90551 333 10278 20144 91018 555 91606=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T01:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.85","60","71","T","-RA:02 |RA |RA","","","68","29.85","OVC:08 100","29.82","10.00","64","260","22","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12805/16/20 01:51:02 METAR KLGA 160651Z 26010G19KT 10SM -RA OVC100 22/16 A2985 RMK AO2 RAE0554B22E32B51 SLP108 P0000 T02170156 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T02:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.87","60","69","T","-RA:02 |RA |RA","","","73","29.87","OVC:08 100","29.84","10.00","64","290","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET10805/16/20 02:51:02 METAR KLGA 160751Z 29012KT 10SM -RA OVC100 21/16 A2987 RMK AO2 SLP114 P0000 T02060156 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T03:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.89","58","66","T","|RA |RA","-0.04","3","75","29.88","FEW:02 38 SCT:04 80 BKN:07 110","29.86","10.00","61","310","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14305/16/20 03:51:02 METAR KLGA 160851Z 31013KT 10SM -RA FEW038 SCT080 BKN110 19/14 A2989 RMK AO2 RAE14B36 SLP120 P0000 60000 T01890144 53013 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T04:00:00","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","66","","||RA","-0.04","3","75","29.88","41","29.85","9.94","61","310","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SYN07672503 11666 83113 10189 20144 30108 40120 53013 69907 761// 90851 555 91609=","FM-12","4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T04:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.91","56","64","T","","","","75","29.91","FEW:02 30 SCT:04 50 OVC:08 120","29.88","10.00","59","310","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET12405/16/20 04:51:02 METAR KLGA 160951Z 31010KT 10SM FEW030 SCT050 OVC120 18/13 A2991 RMK AO2 RAE17 SLP129 P0000 T01780133 (RZ)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T05:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.95","55","65","0.00","","","","70","29.95","FEW:02 30 BKN:07 60 BKN:07 100","29.92","10.00","59","320","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET11205/16/20 05:51:02 METAR KLGA 161051Z 32008KT 10SM FEW030 BKN060 BKN100 18/13 A2995 RMK AO2 SLP141 T01830128 (ML)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"72503014732","2020-05-16T06:51:00","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.98","51","65","0.00","","-0.09","3","61","29.98","FEW:02 30 FEW:02 60 SCT:04 100","29.95","10.00","57","330","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET14205/16/20 06:51:02 METAR KLGA 161151Z 33011KT 10SM FEW030 FEW060 SCT100 18/11 A2998 RMK AO2 SLP151 60000 70003 T01830106 10222 20178 53031 (ML)","FM-15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
